,index,Position,Track Name,Artist,Streams,ID,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,duration_ms,genre
0,1,1,Trap Phone (feat. Capo Plaza),Guè Pequeno,2630868,7iBEOLwjgoPVOXBNKwdoiq,0.749,0.664,1,-5.414,0,0.0591,0.11,0,0.296,0.248,118.032,4,200533,Hip-Hop/Rap
1,2,2,D'estate non vale (feat. Ana Mena),Fred De Palma,1679624,3dCEtkAfWhk15bLAWZAKLy,0.658,0.748,11,-5.802,0,0.142,0.0852,0,0.0789,0.69,179.919,4,157176,Hip-Hop/Rap
2,3,3,Pablo,Rvssian,1610014,0l8vhDaEztxLCQsFOAX64d,0.813,0.663,6,-7.84,0,0.0433,0.071,0,0.115,0.343,140.016,4,165942,Rap
3,4,4,Nera,Irama,1526817,6Lc0La3OwOmAouQjbID4uX,0.767,0.819,0,-5.114,1,0.105,0.136,0,0.165,0.799,133.997,4,174147,Hip-Hop/Rap
4,5,5,Amore e Capoeira,Takagi & Ketra,1426295,5Vwqy3CS2aCB6jcgm1qWfk,0.827,0.697,11,-4.368,0,0.142,0.122,0,0.044,0.836,118.083,4,172455,Pop
5,6,6,Guarda Come Flexo 2,MamboLosco,1412958,6PX2GtCt8YJzOQ4ulJM41k,0.843,0.528,1,-8.722,1,0.0657,0.061,4.52e-05,0.0617,0.459,140.05,4,178645,Hip-Hop/Rap
6,7,7,Da zero a cento,Baby K,1363332,4cQR1R25cpABjPMzpybNSQ,0.605,0.641,3,-6.119,0,0.0655,0.0231,0,0.145,0.781,184.088,4,206195,Pop
7,8,8,Girls Like You (feat. Cardi B),Maroon 5,1305090,7fa9MBXhVfQ8P8Df9OEbD8,0.851,0.541,0,-6.825,1,0.0505,0.568,0,0.13,0.448,124.959,4,235545,Pop
8,9,9,Rollercoaster,Emis Killa,1288677,2Qe5XpRwGHFmMkZim0gRye,0.766,0.862,11,-4.191,1,0.162,0.0659,0.000235,0.06,0.779,104.056,4,207692,Hip-Hop
9,10,10,Tesla (feat. Sfera Ebbasta & DrefGold),Capo Plaza,1276339,093RgZ7RXHZwIrxZhZYX4Q,0.854,0.626,11,-5.14,1,0.0618,0.316,0,0.0961,0.377,140.05,4,185147,Hip-Hop/Rap
10,11,11,Felicità puttana,Thegiornalisti,1172343,7iyhPEsF6Ea83e3eR87UjY,0.692,0.856,0,-4.816,1,0.127,0.00763,1.89e-05,0.305,0.686,93.975,4,219807,Pop
11,12,12,Davide (feat. Coez),Gemitaiz,1150335,1Lq5ApqhIWUXzlryFX2K6J,0.797,0.63,5,-7.601,1,0.0763,0.136,4.86e-06,0.207,0.761,126.006,4,206212,Hip-Hop/Rap
12,13,13,Te Boté - Remix,Nio Garcia,1127634,3V8UKqhEK5zBkBb6d6ub8i,0.903,0.675,11,-3.445,0,0.214,0.542,1.28e-05,0.0595,0.442,96.507,4,417920,Urbano latino
13,14,14,Fotografia (feat. Francesca Michielin & Fabri Fibra),Carl Brave,1106519,3fw3W15QK6a9UxJGgndtYu,0.707,0.539,0,-5.321,0,0.169,0.0438,0,0.0959,0.423,167.125,4,221413,Pop
14,15,15,Nero Bali,Elodie,1072066,2hygc41DOo6dGocHEk6Jx1,0.638,0.836,6,-5.756,0,0.0362,0.017,0,0.286,0.629,116.045,4,183773,Pop
15,16,16,Moscow Mule,Benji & Fede,1044534,1Lfjom9CoL5hIyvjYey9zs,0.644,0.757,10,-4.575,1,0.134,0.526,0,0.167,0.856,110.074,4,179760,Sports
16,17,17,In My Feelings,Drake,1019833,2G7V7zsVDxg1yRsu7Ew9RJ,0.835,0.626,1,-5.833,1,0.125,0.0589,6e-05,0.396,0.35,91.03,4,217925,Hip-Hop/Rap
17,18,18,In My Mind,Dynoro,984693,0E9ZjEAyAwOXZ7wJC0PD33,0.694,0.77,6,-5.335,1,0.149,0.176,1.1e-05,0.118,0.163,125.905,4,184560,Dance
18,19,19,Italiana,J-AX,974902,0ptaq4BSl6jrXfGyLzJjYE,0.686,0.744,5,-7.122,0,0.111,0.0302,0,0.0486,0.637,121.839,4,174173,Hip-Hop/Rap
19,20,20,Solo (feat. Demi Lovato),Clean Bandit,970214,6kPJZM97LwdG9QIsT7khp6,0.737,0.636,11,-4.546,0,0.0437,0.0441,6.66e-05,0.35,0.565,105.005,4,222653,Dance
20,21,21,Faccio Quello Che Voglio,Fabio Rovazzi,908175,3ZSiGHNkkWgFInQqPEP0xb,0.899,0.485,1,-12.466,0,0.0966,0.169,0.000235,0.0843,0.618,122.033,4,200656,Pop
21,22,22,Poesia senza veli,Ultimo,877499,3f2b204xj4jZdoHjo9wj0W,0.739,0.519,8,-7.461,0,0.125,0.752,0,0.222,0.255,81.991,4,218167,Pop
22,23,23,I Love It (& Lil Pump),Kanye West,864852,4S8d14HvHb70ImctNgVzQQ,0.901,0.522,2,-8.304,1,0.33,0.0114,0,0.259,0.329,104.053,4,127947,Hip-Hop/Rap
23,24,24,Jackie Chan,Tiësto,855243,4kWO6O1BUXcZmaxitpVUwp,0.747,0.834,3,-2.867,0,0.045,0.374,0,0.0586,0.687,128.005,4,215760,Dance
24,25,25,Bro (feat. Tedua),Ernia,820904,0muEgLSADRCBEIBzoivkqS,0.879,0.722,1,-5.441,1,0.22,0.531,0.00133,0.218,0.441,131.034,4,191000,Hip-Hop/Rap
25,26,26,Mwaka Moon - Remix,Kalash,797754,1OGORI9Hx45AEYqxkndMhN,0.768,0.556,1,-7.146,0,0.0739,0.0942,1.42e-05,0.107,0.24,155.07,4,237179,Hip-Hop/Rap
26,27,27,Non Ti Dico No,Boomdabash,790175,07Xuc7SQU2GAJY6Gnt93ub,0.658,0.742,8,-6.17,1,0.12,0.0434,0,0.246,0.798,171.939,4,191263,Pop
27,28,28,Ne è valsa la pena (feat. Ghali),Capo Plaza,788709,6GTCOWvhjvdk4pwlfrSjNO,0.593,0.654,5,-4.509,0,0.218,0.115,0,0.231,0.405,120.388,5,234600,Hip-Hop/Rap
28,29,29,Lucky You (feat. Joyner Lucas),Eminem,777854,60SdxE8apGAxMiRrpbmLY0,0.876,0.786,10,-4.884,0,0.306,0.0627,0,0.127,0.575,153.068,4,244679,Hip-Hop/Rap
29,30,30,Simba,Ernia,765096,69d3X2Nv5AWHUeTktfOqpV,0.752,0.5,1,-7.143,1,0.142,0.038,0.00231,0.11,0.43,97.963,4,199000,Hip-Hop/Rap
30,31,31,Malibu,Vegas Jones,760078,08AN0HMXNr3DGGDCOWsTAw,0.809,0.544,0,-7.319,0,0.227,0.0753,0,0.0836,0.284,125.876,4,211519,Hip-Hop/Rap
31,32,32,Morirò da Re,Måneskin,755690,47LqR8uKRA8WcZcSXkdAbz,0.617,0.879,10,-2.597,1,0.153,0.122,0,0.0362,0.926,193.998,4,157758,Pop
32,33,33,"Bella Giornata (prod. Dogslife, Mago del blocco) (feat. Dogslife & Mago del Blocco)",OG Eastbull,754601,76xea5TfeyVu8c4dGWpFD2,0.744,0.68,7,-4.98,1,0.332,0.627,4.44e-06,0.117,0.801,132.013,4,181368,Hip-Hop/Rap
33,34,34,FEFE (feat. Nicki Minaj & Murda Beatz),6ix9ine,744002,2E124GmJRnBJuXbTb4cPUB,0.931,0.387,1,-9.127,1,0.412,0.088,0,0.136,0.376,125.978,4,179405,Hip-Hop/Rap
34,35,35,Vaina Loca,Ozuna,728100,48zFZh27QU5qsrBjn4C2FA,0.754,0.805,6,-4.249,1,0.0752,0.315,0,0.203,0.555,93.982,4,176133,Urbano latino
35,36,36,Porto Cervo,Lazza,716668,0TAt3c8KXb1D3sWT8ENar8,0.855,0.666,10,-4.581,0,0.104,0.2,0,0.0885,0.758,100.006,4,235425,Hip-Hop/Rap
36,37,37,I Like It,Cardi B,716026,58q2HKrzhC3ozto2nDdN4z,0.816,0.726,5,-3.998,0,0.129,0.099,0,0.372,0.65,136.048,4,253390,Hip-Hop/Rap
37,38,38,Peace & Love,Charlie Charles,682219,4BGmYEDOK1swwoxTtfmVZD,0.68,0.785,8,-5.313,1,0.0615,0.14,0,0.309,0.319,152.962,4,182745,Hip-Hop/Rap
38,39,39,One Kiss (with Dua Lipa),Calvin Harris,664996,7ef4DlsgrMEH11cDZd32M6,0.791,0.862,9,-3.24,0,0.11,0.037,2.19e-05,0.0814,0.592,123.994,4,214847,Dance
39,40,40,Uno squillo,Capo Plaza,658300,7zivIUyCw9MmYftdcayXnN,0.801,0.724,1,-5.038,0,0.397,0.0586,0,0.0736,0.679,98.97,4,208813,Hip-Hop/Rap
40,41,41,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,632320,5CLGzJsGqhCEECcpnFQA8x,0.653,0.809,0,-4.057,1,0.0474,0.194,0,0.165,0.55,92.213,4,210773,Dance
41,42,42,Calypso,Luis Fonsi,599602,4178A5NkEjcsGc64jpBO6d,0.866,0.859,1,-3.087,0,0.0587,0.138,0,0.401,0.923,109.972,4,200347,Pop Latino
